Date,Day_Name,Day_of_Year,End_Hour,Month_Name,Season,Source,Start_Hour,Production
3/26/2022,Saturday,85,5,March,Spring,Wind,4,7484
9/2/2021,Thursday,245,17,September,Fall,Wind,16,6041
7/17/2021,Saturday,198,9,July,Summer,Wind,8,3381
6/28/2022,Tuesday,179,6,June,Summer,Wind,5,1261
7/5/2021,Monday,186,8,July,Summer,Wind,7,3360
11/6/2021,Saturday,310,8,November,Fall,Wind,7,2797
4/5/2020,Sunday,96,22,April,Spring,Wind,21,5921
2/2/2021,Tuesday,33,16,February,Winter,Wind,15,10565
2/10/2020,Monday,41,7,February,Winter,Wind,6,10594
12/19/2021,Sunday,353,20,December,Winter,Wind,19,2947
7/22/2021,Thursday,203,7,July,Summer,Wind,6,2089
2/10/2020,Monday,41,16,February,Winter,Wind,15,13971
5/18/2022,Wednesday,138,2,May,Spring,Wind,1,3430
6/8/2020,Monday,160,9,June,Summer,Solar,8,2022
11/19/2022,Saturday,323,4,November,Fall,Wind,3,2488
5/8/2021,Saturday,128,4,May,Spring,Wind,3,4089
7/17/2022,Sunday,198,2,July,Summer,Wind,1,6615
8/4/2020,Tuesday,217,20,August,Summer,Wind,19,2445
2/19/2020,Wednesday,50,11,February,Winter,Wind,10,7379
2/12/2020,Wednesday,43,13,February,Winter,Wind,12,10625
5/3/2020,Sunday,124,8,May,Spring,Wind,7,2514
11/26/2021,Friday,330,13,November,Fall,Wind,12,10802
10/14/2022,Friday,287,21,October,Fall,Wind,20,6707
3/13/2022,Sunday,72,7,March,Spring,Wind,6,9382
4/25/2022,Monday,115,22,April,Spring,Wind,21,2493
4/10/2020,Friday,101,1,April,Spring,Wind,0,4972
10/16/2020,Friday,290,1,October,Fall,Wind,0,3886
7/12/2020,Sunday,194,12,July,Summer,Solar,11,5403
1/5/2020,Sunday,5,16,January,Winter,Solar,15,2299
6/16/2022,Thursday,167,20,June,Summer,Solar,19,1895
5/3/2022,Tuesday,123,4,May,Spring,Wind,3,4122
5/30/2022,Monday,150,8,May,Spring,Wind,7,2726
11/21/2022,Monday,325,1,November,Fall,Wind,0,7993
11/4/2022,Friday,308,0,November,Fall,Wind,23,4294
8/14/2020,Friday,227,13,August,Summer,Solar,12,4543
2/9/2020,Sunday,40,11,February,Winter,Wind,10,14658
12/6/2022,Tuesday,340,17,December,Winter,Wind,16,1590
5/16/2022,Monday,136,15,May,Spring,Solar,14,7497
4/11/2021,Sunday,101,0,April,Spring,Wind,23,3958
4/24/2022,Sunday,114,13,April,Spring,Wind,12,6241
8/24/2020,Monday,237,6,August,Summer,Wind,5,1735
3/3/2022,Thursday,62,8,March,Spring,Wind,7,1311
11/26/2021,Friday,330,7,November,Fall,Wind,6,2850
3/3/2021,Wednesday,62,18,March,Spring,Wind,17,1043
1/6/2022,Thursday,6,8,January,Winter,Wind,7,1757
8/21/2020,Friday,234,22,August,Summer,Wind,21,5079
4/13/2022,Wednesday,103,14,April,Spring,Solar,13,3987
4/20/2021,Tuesday,110,7,April,Spring,Wind,6,577
12/10/2021,Friday,344,16,December,Winter,Wind,15,14928
6/11/2022,Saturday,162,20,June,Summer,Wind,19,2591
5/25/2021,Tuesday,145,10,May,Spring,Wind,9,10972
10/21/2022,Friday,294,8,October,Fall,Wind,7,7232
12/2/2022,Friday,336,18,December,Winter,Wind,17,3798
5/11/2022,Wednesday,131,2,May,Spring,Wind,1,2851
1/14/2020,Tuesday,14,5,January,Winter,Wind,4,12271
2/25/2020,Tuesday,56,19,February,Winter,Wind,18,11171
2/8/2022,Tuesday,39,7,February,Winter,Wind,6,4712
6/21/2022,Tuesday,172,18,June,Summer,Solar,17,4256
12/8/2020,Tuesday,343,7,December,Winter,Wind,6,2576
3/6/2020,Friday,66,1,March,Spring,Wind,0,11666
11/17/2021,Wednesday,321,6,November,Fall,Wind,5,1957
6/15/2022,Wednesday,166,0,June,Summer,Wind,23,3200
12/29/2021,Wednesday,363,16,December,Winter,Wind,15,13943
6/18/2021,Friday,169,21,June,Summer,Wind,20,4148
10/29/2020,Thursday,303,9,October,Fall,Wind,8,7376
5/22/2022,Sunday,142,1,May,Spring,Wind,0,2793
8/21/2022,Sunday,233,18,August,Summer,Solar,17,4032
12/11/2021,Saturday,345,2,December,Winter,Wind,1,9457
6/30/2020,Tuesday,182,18,June,Summer,Wind,17,7213
8/31/2021,Tuesday,243,19,August,Summer,Wind,18,6961
8/5/2022,Friday,217,21,August,Summer,Wind,20,6957
2/9/2020,Sunday,40,4,February,Winter,Wind,3,9990
8/22/2021,Sunday,234,11,August,Summer,Wind,10,6260
4/6/2020,Monday,97,20,April,Spring,Wind,19,1385
5/3/2021,Monday,123,15,May,Spring,Solar,14,9420
9/18/2022,Sunday,261,5,September,Fall,Wind,4,2468
12/14/2021,Tuesday,348,19,December,Winter,Wind,18,953
8/5/2020,Wednesday,218,11,August,Summer,Solar,10,4172
12/5/2021,Sunday,339,14,December,Winter,Wind,13,8785
10/19/2021,Tuesday,292,3,October,Fall,Wind,2,5894
6/28/2022,Tuesday,179,4,June,Summer,Wind,3,1372
12/12/2022,Monday,346,14,December,Winter,Wind,13,3797
2/24/2021,Wednesday,55,3,February,Winter,Wind,2,7907
5/3/2021,Monday,123,4,May,Spring,Wind,3,632
6/25/2020,Thursday,177,18,June,Summer,Solar,17,3179
12/7/2021,Tuesday,341,12,December,Winter,Wind,11,9128
11/29/2022,Tuesday,333,20,November,Fall,Wind,19,1193
7/10/2021,Saturday,191,6,July,Summer,Wind,5,427
5/10/2021,Monday,130,7,May,Spring,Wind,6,7702
12/23/2021,Thursday,357,22,December,Winter,Wind,21,7381
1/20/2022,Thursday,20,12,January,Winter,Wind,11,4625
10/8/2021,Friday,281,12,October,Fall,Solar,11,6205
8/20/2021,Friday,232,9,August,Summer,Solar,8,1339
6/23/2021,Wednesday,174,14,June,Summer,Solar,13,4517
9/23/2020,Wednesday,267,10,September,Fall,Wind,9,4073
3/26/2021,Friday,85,16,March,Spring,Wind,15,11227
8/1/2020,Saturday,214,8,August,Summer,Wind,7,2020
12/9/2021,Thursday,343,9,December,Winter,Wind,8,6065
2/21/2021,Sunday,52,5,February,Winter,Wind,4,9019
1/13/2020,Monday,13,2,January,Winter,Wind,1,2829
8/6/2020,Thursday,219,11,August,Summer,Solar,10,3135
12/11/2020,Friday,346,17,December,Winter,Wind,16,6139
2/6/2021,Saturday,37,23,February,Winter,Wind,22,5199
4/14/2020,Tuesday,105,7,April,Spring,Wind,6,6514
8/22/2022,Monday,234,4,August,Summer,Wind,3,1609
3/8/2021,Monday,67,7,March,Spring,Wind,6,3069
4/18/2021,Sunday,108,16,April,Spring,Solar,15,5234
11/3/2020,Tuesday,308,15,November,Fall,Wind,14,8389
12/23/2021,Thursday,357,21,December,Winter,Wind,20,7239
9/4/2021,Saturday,247,7,September,Fall,Wind,6,751
1/8/2021,Friday,8,4,January,Winter,Wind,3,1232
12/11/2020,Friday,346,10,December,Winter,Wind,9,8233
1/5/2020,Sunday,5,12,January,Winter,Solar,11,3282
8/29/2022,Monday,241,18,August,Summer,Wind,17,4999
5/28/2022,Saturday,148,13,May,Spring,Solar,12,8544
11/3/2021,Wednesday,307,13,November,Fall,Wind,12,4679
4/1/2021,Thursday,91,3,April,Spring,Wind,2,1907
4/19/2021,Monday,109,22,April,Spring,Wind,21,789
9/3/2021,Friday,246,2,September,Fall,Wind,1,3596
1/22/2022,Saturday,22,16,January,Winter,Solar,15,4368
6/18/2020,Thursday,170,8,June,Summer,Wind,7,1478
8/11/2020,Tuesday,224,7,August,Summer,Wind,6,789
6/26/2022,Sunday,177,5,June,Summer,Wind,4,1831
3/30/2021,Tuesday,89,4,March,Spring,Wind,3,3274
9/30/2020,Wednesday,274,9,September,Fall,Wind,8,1609
8/25/2021,Wednesday,237,1,August,Summer,Wind,0,6786
5/19/2020,Tuesday,140,17,May,Spring,Solar,16,5877
6/5/2021,Saturday,156,17,June,Summer,Solar,16,5221
5/7/2022,Saturday,127,20,May,Spring,Wind,19,4935
12/17/2020,Thursday,352,19,December,Winter,Wind,18,3514
7/30/2020,Thursday,212,9,July,Summer,Wind,8,2380
3/12/2021,Friday,71,16,March,Spring,Wind,15,16628
1/27/2022,Thursday,27,21,January,Winter,Wind,20,3833
12/8/2021,Wednesday,342,11,December,Winter,Wind,10,7279
9/21/2022,Wednesday,264,5,September,Fall,Wind,4,2938
1/4/2020,Saturday,4,17,January,Winter,Wind,16,3413
8/19/2021,Thursday,231,14,August,Summer,Solar,13,4835
12/1/2022,Thursday,335,18,December,Winter,Wind,17,3675
4/18/2020,Saturday,109,19,April,Spring,Solar,18,1559
2/24/2021,Wednesday,55,7,February,Winter,Wind,6,7300
4/3/2021,Saturday,93,2,April,Spring,Wind,1,9709
7/11/2022,Monday,192,11,July,Summer,Solar,10,7469
12/16/2020,Wednesday,351,10,December,Winter,Wind,9,7478
6/26/2022,Sunday,177,13,June,Summer,Solar,12,4255
6/22/2020,Monday,174,15,June,Summer,Solar,14,4898
6/12/2021,Saturday,163,11,June,Summer,Solar,10,3472
11/5/2020,Thursday,310,15,November,Fall,Wind,14,6940
5/28/2022,Saturday,148,14,May,Spring,Solar,13,8906
3/31/2021,Wednesday,90,12,March,Spring,Solar,11,4526
6/7/2021,Monday,158,5,June,Summer,Wind,4,1321
11/11/2021,Thursday,315,0,November,Fall,Wind,23,898
9/14/2020,Monday,258,0,September,Fall,Wind,23,2495
3/19/2021,Friday,78,5,March,Spring,Wind,4,5069
8/4/2021,Wednesday,216,10,August,Summer,Solar,9,1514
2/19/2022,Saturday,50,3,February,Winter,Wind,2,11293
8/25/2020,Tuesday,238,21,August,Summer,Wind,20,9524
6/15/2021,Tuesday,166,4,June,Summer,Wind,3,2026
9/12/2022,Monday,255,21,September,Fall,Wind,20,1981
4/8/2022,Friday,98,10,April,Spring,Wind,9,6382
9/26/2020,Saturday,270,3,September,Fall,Wind,2,11545
10/3/2021,Sunday,276,11,October,Fall,Wind,10,8722
4/17/2022,Sunday,107,22,April,Spring,Wind,21,4942
12/22/2021,Wednesday,356,11,December,Winter,Wind,10,4288
10/7/2020,Wednesday,281,14,October,Fall,Wind,13,9149
11/24/2022,Thursday,328,8,November,Fall,Wind,7,8816
12/13/2021,Monday,347,19,December,Winter,Wind,18,1243
1/3/2021,Sunday,3,4,January,Winter,Wind,3,1591
10/24/2021,Sunday,297,22,October,Fall,Wind,21,3538
7/18/2020,Saturday,200,2,July,Summer,Wind,1,1515
6/24/2020,Wednesday,176,19,June,Summer,Wind,18,4258
9/7/2022,Wednesday,250,15,September,Fall,Wind,14,6857
8/27/2022,Saturday,239,19,August,Summer,Solar,18,4302
12/2/2020,Wednesday,337,7,December,Winter,Wind,6,3538
1/14/2020,Tuesday,14,7,January,Winter,Wind,6,11656
1/28/2021,Thursday,28,19,January,Winter,Wind,18,10408
12/17/2021,Friday,351,6,December,Winter,Wind,5,6817
3/16/2021,Tuesday,75,20,March,Spring,Wind,19,6005
2/19/2022,Saturday,50,1,February,Winter,Wind,0,12116
8/10/2021,Tuesday,222,13,August,Summer,Solar,12,5674
6/27/2022,Monday,178,3,June,Summer,Wind,2,1132
9/3/2020,Thursday,247,22,September,Fall,Wind,21,1806
8/21/2020,Friday,234,3,August,Summer,Wind,2,6119
8/27/2021,Friday,239,20,August,Summer,Wind,19,4899
10/28/2020,Wednesday,302,7,October,Fall,Wind,6,7707
8/16/2020,Sunday,229,12,August,Summer,Solar,11,3802
10/6/2022,Thursday,279,4,October,Fall,Wind,3,2902
1/27/2021,Wednesday,27,21,January,Winter,Wind,20,4686
3/24/2022,Thursday,83,17,March,Spring,Solar,16,4803
1/14/2020,Tuesday,14,17,January,Winter,Wind,16,13118
2/19/2021,Friday,50,21,February,Winter,Wind,20,8423
1/10/2021,Sunday,10,21,January,Winter,Wind,20,3657
2/27/2021,Saturday,58,4,February,Winter,Wind,3,5766
5/9/2020,Saturday,130,8,May,Spring,Wind,7,1746
10/14/2021,Thursday,287,14,October,Fall,Solar,13,5943
5/18/2020,Monday,139,6,May,Spring,Wind,5,1868
1/26/2020,Sunday,26,21,January,Winter,Wind,20,7764
12/8/2022,Thursday,342,18,December,Winter,Wind,17,2074
11/11/2020,Wednesday,316,20,November,Fall,Wind,19,5774
1/31/2020,Friday,31,19,January,Winter,Wind,18,7282
10/23/2021,Saturday,296,11,October,Fall,Solar,10,3808
8/29/2020,Saturday,242,12,August,Summer,Wind,11,4250
9/13/2020,Sunday,257,8,September,Fall,Wind,7,986
3/18/2020,Wednesday,78,0,March,Spring,Wind,23,740
5/12/2022,Thursday,132,6,May,Spring,Wind,5,1774
4/5/2021,Monday,95,2,April,Spring,Wind,1,3111
12/24/2020,Thursday,359,2,December,Winter,Wind,1,11027
10/3/2021,Sunday,276,16,October,Fall,Wind,15,8606
3/5/2021,Friday,64,10,March,Spring,Wind,9,5969
10/6/2021,Wednesday,279,12,October,Fall,Wind,11,11504
11/10/2021,Wednesday,314,7,November,Fall,Wind,6,557
11/9/2021,Tuesday,313,23,November,Fall,Wind,22,1185
3/21/2022,Monday,80,1,March,Spring,Wind,0,3992
11/8/2020,Sunday,313,13,November,Fall,Solar,12,3832
12/18/2021,Saturday,352,1,December,Winter,Wind,0,6621
10/18/2022,Tuesday,291,15,October,Fall,Solar,14,5808
4/4/2020,Saturday,95,6,April,Spring,Wind,5,1507
5/24/2020,Sunday,145,6,May,Spring,Wind,5,3046
2/8/2022,Tuesday,39,4,February,Winter,Wind,3,5241
5/19/2021,Wednesday,139,19,May,Spring,Wind,18,8901
10/14/2020,Wednesday,288,20,October,Fall,Wind,19,5394
4/26/2021,Monday,116,7,April,Spring,Wind,6,8272
2/17/2021,Wednesday,48,21,February,Winter,Wind,20,7020
6/6/2021,Sunday,157,20,June,Summer,Wind,19,2910
11/24/2020,Tuesday,329,1,November,Fall,Wind,0,1746
9/12/2020,Saturday,256,13,September,Fall,Solar,12,4331
10/20/2022,Thursday,293,18,October,Fall,Wind,17,5978
2/23/2020,Sunday,54,12,February,Winter,Wind,11,14130
11/16/2022,Wednesday,320,11,November,Fall,Wind,10,11968
3/29/2022,Tuesday,88,18,March,Spring,Wind,17,2577
11/26/2022,Saturday,330,3,November,Fall,Wind,2,2309
7/31/2021,Saturday,212,9,July,Summer,Wind,8,3140
9/12/2022,Monday,255,13,September,Fall,Solar,12,6403
1/24/2022,Monday,24,4,January,Winter,Wind,3,2969
3/1/2021,Monday,60,3,March,Spring,Wind,2,5388
4/12/2021,Monday,102,19,April,Spring,Wind,18,3967
3/29/2021,Monday,88,10,March,Spring,Wind,9,4622
7/19/2021,Monday,200,17,July,Summer,Solar,16,8102
9/9/2020,Wednesday,253,19,September,Fall,Wind,18,2154
4/10/2022,Sunday,100,12,April,Spring,Solar,11,7037
6/22/2021,Tuesday,173,9,June,Summer,Wind,8,5021
2/7/2022,Monday,38,1,February,Winter,Wind,0,14821
10/19/2020,Monday,293,4,October,Fall,Wind,3,1464
5/18/2021,Tuesday,138,0,May,Spring,Wind,23,3219
8/25/2020,Tuesday,238,5,August,Summer,Wind,4,2562
11/30/2022,Wednesday,334,18,November,Fall,Wind,17,3152
2/28/2021,Sunday,59,14,February,Winter,Wind,13,9116
11/9/2021,Tuesday,313,3,November,Fall,Wind,2,1812
1/3/2020,Friday,3,19,January,Winter,Wind,18,5899
12/20/2020,Sunday,355,21,December,Winter,Wind,20,5546
3/28/2021,Sunday,87,23,March,Spring,Wind,22,3320
1/4/2020,Saturday,4,7,January,Winter,Wind,6,3231
5/10/2022,Tuesday,130,0,May,Spring,Wind,23,2746
12/8/2020,Tuesday,343,6,December,Winter,Wind,5,2811
2/17/2021,Wednesday,48,6,February,Winter,Wind,5,7535
8/5/2022,Friday,217,11,August,Summer,Solar,10,6159
6/29/2020,Monday,181,18,June,Summer,Wind,17,9747
3/25/2022,Friday,84,13,March,Spring,Solar,12,8491
8/22/2021,Sunday,234,20,August,Summer,Wind,19,4651
10/25/2022,Tuesday,298,11,October,Fall,Wind,10,4698
3/15/2021,Monday,74,17,March,Spring,Wind,16,10180
4/14/2021,Wednesday,104,19,April,Spring,Wind,18,7288
3/13/2021,Saturday,72,21,March,Spring,Wind,20,12226
11/6/2020,Friday,311,21,November,Fall,Wind,20,7490
2/23/2022,Wednesday,54,8,February,Winter,Wind,7,888
2/23/2022,Wednesday,54,16,February,Winter,Solar,15,5618
12/22/2020,Tuesday,357,20,December,Winter,Wind,19,6837
3/1/2021,Monday,60,0,March,Spring,Wind,23,5014
9/30/2021,Thursday,273,6,September,Fall,Wind,5,1592
7/14/2021,Wednesday,195,10,July,Summer,Wind,9,6782
2/27/2022,Sunday,58,22,February,Winter,Wind,21,6470
4/4/2022,Monday,94,14,April,Spring,Wind,13,14658
8/10/2020,Monday,223,10,August,Summer,Solar,9,2096
4/30/2021,Friday,120,22,April,Spring,Wind,21,1194
8/24/2022,Wednesday,236,0,August,Summer,Wind,23,2688
1/4/2022,Tuesday,4,15,January,Winter,Wind,14,5941
11/21/2020,Saturday,326,13,November,Fall,Solar,12,5127
1/21/2021,Thursday,21,10,January,Winter,Wind,9,10765
1/16/2021,Saturday,16,18,January,Winter,Wind,17,7009
11/28/2020,Saturday,333,3,November,Fall,Wind,2,3755
4/14/2021,Wednesday,104,23,April,Spring,Wind,22,5346
3/1/2022,Tuesday,60,17,March,Spring,Solar,16,3339
4/2/2021,Friday,92,15,April,Spring,Wind,14,12254
6/10/2020,Wednesday,162,21,June,Summer,Wind,20,1354
9/19/2021,Sunday,262,14,September,Fall,Solar,13,5598
10/4/2021,Monday,277,18,October,Fall,Wind,17,6267
6/17/2022,Friday,168,16,June,Summer,Solar,15,6344
7/24/2022,Sunday,205,20,July,Summer,Solar,19,2688
3/7/2022,Monday,66,10,March,Spring,Wind,9,8394
4/18/2020,Saturday,109,7,April,Spring,Wind,6,1764
10/17/2022,Monday,290,14,October,Fall,Wind,13,6747
2/11/2021,Thursday,42,9,February,Winter,Wind,8,6113
7/27/2022,Wednesday,208,11,July,Summer,Solar,10,6123
9/1/2021,Wednesday,244,13,September,Fall,Wind,12,9961
10/13/2021,Wednesday,286,0,October,Fall,Wind,23,2129
7/7/2020,Tuesday,189,0,July,Summer,Wind,23,1992
9/7/2022,Wednesday,250,2,September,Fall,Wind,1,2393
7/16/2021,Friday,197,1,July,Summer,Wind,0,4934
12/19/2020,Saturday,354,4,December,Winter,Wind,3,11015
6/13/2021,Sunday,164,15,June,Summer,Solar,14,5069
7/29/2022,Friday,210,9,July,Summer,Solar,8,1341
4/11/2021,Sunday,101,21,April,Spring,Wind,20,4361
9/9/2020,Wednesday,253,6,September,Fall,Wind,5,996
1/3/2021,Sunday,3,9,January,Winter,Wind,8,1604
12/6/2020,Sunday,341,9,December,Winter,Wind,8,2441
7/9/2021,Friday,190,7,July,Summer,Wind,6,923
2/8/2021,Monday,39,11,February,Winter,Wind,10,2084
12/17/2021,Friday,351,11,December,Winter,Wind,10,7940
10/5/2020,Monday,279,16,October,Fall,Wind,15,11437
7/30/2021,Friday,211,12,July,Summer,Wind,11,9305
8/18/2021,Wednesday,230,9,August,Summer,Wind,8,2409
9/8/2022,Thursday,251,5,September,Fall,Wind,4,4437
8/1/2022,Monday,213,5,August,Summer,Wind,4,1160
9/12/2020,Saturday,256,22,September,Fall,Wind,21,1498
2/8/2021,Monday,39,20,February,Winter,Wind,19,2059
3/3/2021,Wednesday,62,1,March,Spring,Wind,0,2424
4/11/2022,Monday,101,21,April,Spring,Wind,20,7038
9/18/2021,Saturday,261,9,September,Fall,Wind,8,2104
3/25/2021,Thursday,84,8,March,Spring,Wind,7,2056
11/14/2020,Saturday,319,18,November,Fall,Wind,17,9187
7/6/2022,Wednesday,187,6,July,Summer,Wind,5,2998
1/24/2020,Friday,24,20,January,Winter,Wind,19,462
12/29/2021,Wednesday,363,12,December,Winter,Wind,11,10644
4/27/2022,Wednesday,117,14,April,Spring,Solar,13,9899
3/16/2021,Tuesday,75,9,March,Spring,Wind,8,3225
8/25/2021,Wednesday,237,14,August,Summer,Wind,13,10108
7/4/2021,Sunday,185,6,July,Summer,Wind,5,794
7/12/2021,Monday,193,7,July,Summer,Wind,6,2449
10/18/2020,Sunday,292,2,October,Fall,Wind,1,438
8/12/2020,Wednesday,225,20,August,Summer,Wind,19,2504
3/1/2022,Tuesday,60,2,March,Spring,Wind,1,3031
3/24/2022,Thursday,83,8,March,Spring,Wind,7,2624
8/24/2020,Monday,237,22,August,Summer,Wind,21,818
1/3/2020,Friday,3,10,January,Winter,Wind,9,9014
10/28/2022,Friday,301,1,October,Fall,Wind,0,7841
11/19/2021,Friday,323,5,November,Fall,Wind,4,1207
5/5/2020,Tuesday,126,8,May,Spring,Wind,7,5495
7/16/2020,Thursday,198,1,July,Summer,Wind,0,1763
9/15/2021,Wednesday,258,1,September,Fall,Wind,0,3182
12/21/2020,Monday,356,19,December,Winter,Wind,18,11499
12/15/2021,Wednesday,349,8,December,Winter,Wind,7,1676
2/27/2022,Sunday,58,14,February,Winter,Wind,13,9210
8/25/2020,Tuesday,238,13,August,Summer,Wind,12,11339
9/20/2021,Monday,263,20,September,Fall,Wind,19,3112
10/12/2022,Wednesday,285,8,October,Fall,Wind,7,400
1/14/2021,Thursday,14,17,January,Winter,Wind,16,11179
10/29/2022,Saturday,302,0,October,Fall,Wind,23,4238
11/21/2021,Sunday,325,10,November,Fall,Wind,9,1770
1/6/2022,Thursday,6,13,January,Winter,Solar,12,5461
4/16/2022,Saturday,106,23,April,Spring,Wind,22,8035
6/29/2020,Monday,181,8,June,Summer,Wind,7,2906
5/5/2020,Tuesday,126,20,May,Spring,Wind,19,2616
4/13/2022,Wednesday,103,22,April,Spring,Wind,21,995
9/30/2021,Thursday,273,0,September,Fall,Wind,23,5183
11/29/2020,Sunday,334,13,November,Fall,Solar,12,4441
10/7/2021,Thursday,280,13,October,Fall,Solar,12,5782
6/18/2020,Thursday,170,1,June,Summer,Wind,0,1443
8/9/2022,Tuesday,221,9,August,Summer,Wind,8,5025
2/6/2021,Saturday,37,1,February,Winter,Wind,0,2445
6/24/2021,Thursday,175,0,June,Summer,Wind,23,2162
4/25/2021,Sunday,115,1,April,Spring,Wind,0,8674
3/31/2022,Thursday,90,2,March,Spring,Wind,1,2623
3/5/2021,Friday,64,15,March,Spring,Wind,14,8355
6/24/2021,Thursday,175,6,June,Summer,Wind,5,2146
3/7/2022,Monday,66,0,March,Spring,Wind,23,8927
4/11/2022,Monday,101,17,April,Spring,Wind,16,11143
6/2/2021,Wednesday,153,2,June,Summer,Wind,1,4571
11/30/2022,Wednesday,334,1,November,Fall,Wind,0,1110
8/3/2022,Wednesday,215,6,August,Summer,Wind,5,977
5/25/2020,Monday,146,14,May,Spring,Solar,13,5882
10/24/2020,Saturday,298,17,October,Fall,Wind,16,11847
11/18/2020,Wednesday,323,6,November,Fall,Wind,5,5884
6/10/2022,Friday,161,10,June,Summer,Solar,9,4933
4/21/2021,Wednesday,111,9,April,Spring,Wind,8,2030
9/25/2021,Saturday,268,5,September,Fall,Wind,4,1304
3/2/2020,Monday,62,11,March,Spring,Wind,10,5353
7/4/2022,Monday,185,23,July,Summer,Wind,22,3242
11/14/2020,Saturday,319,15,November,Fall,Wind,14,9092
9/14/2021,Tuesday,257,8,September,Fall,Wind,7,3070
5/28/2022,Saturday,148,6,May,Spring,Wind,5,3954
9/18/2022,Sunday,261,3,September,Fall,Wind,2,2830
6/26/2020,Friday,178,10,June,Summer,Wind,9,4663
3/17/2021,Wednesday,76,22,March,Spring,Wind,21,5437
7/8/2022,Friday,189,0,July,Summer,Wind,23,3923
1/29/2020,Wednesday,29,16,January,Winter,Wind,15,7123
8/1/2020,Saturday,214,16,August,Summer,Solar,15,5018
1/1/2020,Wednesday,1,22,January,Winter,Wind,21,1228
10/15/2022,Saturday,288,6,October,Fall,Wind,5,6549
1/4/2020,Saturday,4,9,January,Winter,Wind,8,3342
4/5/2021,Monday,95,4,April,Spring,Wind,3,3346
1/23/2020,Thursday,23,14,January,Winter,Wind,13,4071
1/7/2022,Friday,7,17,January,Winter,Wind,16,10241
5/6/2020,Wednesday,127,20,May,Spring,Wind,19,2142
3/25/2020,Wednesday,85,18,March,Spring,Wind,17,7313
5/7/2020,Thursday,128,15,May,Spring,Solar,14,4403
7/23/2021,Friday,204,18,July,Summer,Wind,17,7251
5/29/2022,Sunday,149,12,May,Spring,Solar,11,9215
3/25/2022,Friday,84,12,March,Spring,Solar,11,7142
9/11/2020,Friday,255,21,September,Fall,Wind,20,978
3/29/2022,Tuesday,88,3,March,Spring,Wind,2,2997
10/22/2020,Thursday,296,4,October,Fall,Wind,3,6043
9/22/2020,Tuesday,266,23,September,Fall,Wind,22,1978
11/23/2020,Monday,328,2,November,Fall,Wind,1,403
11/28/2020,Saturday,333,13,November,Fall,Wind,12,3819
7/25/2021,Sunday,206,5,July,Summer,Wind,4,2973
9/26/2021,Sunday,269,14,September,Fall,Wind,13,5958
10/15/2020,Thursday,289,3,October,Fall,Wind,2,4632
2/13/2020,Thursday,44,13,February,Winter,Wind,12,13365
8/29/2021,Sunday,241,3,August,Summer,Wind,2,4233
10/29/2022,Saturday,302,17,October,Fall,Wind,16,6799
9/3/2022,Saturday,246,20,September,Fall,Wind,19,2074
2/4/2021,Thursday,35,3,February,Winter,Wind,2,4372
1/5/2020,Sunday,5,14,January,Winter,Solar,13,3227
10/18/2020,Sunday,292,17,October,Fall,Solar,16,2614
1/26/2021,Tuesday,26,1,January,Winter,Wind,0,4389
6/26/2020,Friday,178,1,June,Summer,Wind,0,3797
11/10/2020,Tuesday,315,13,November,Fall,Solar,12,2552
12/16/2020,Wednesday,351,9,December,Winter,Wind,8,6819
6/8/2021,Tuesday,159,18,June,Summer,Solar,17,3673
10/22/2021,Friday,295,0,October,Fall,Wind,23,2091
6/22/2022,Wednesday,173,11,June,Summer,Solar,10,4827
5/18/2022,Wednesday,138,16,May,Spring,Solar,15,6498
6/9/2020,Tuesday,161,2,June,Summer,Wind,1,3709
4/18/2022,Monday,108,22,April,Spring,Wind,21,2766
8/30/2020,Sunday,243,9,August,Summer,Wind,8,3701
10/13/2022,Thursday,286,19,October,Fall,Wind,18,3655
10/17/2022,Monday,290,7,October,Fall,Wind,6,7788
3/14/2020,Saturday,74,13,March,Spring,Wind,12,7550
7/14/2022,Thursday,195,14,July,Summer,Solar,13,8239
6/28/2020,Sunday,180,17,June,Summer,Wind,16,6374
11/14/2020,Saturday,319,16,November,Fall,Wind,15,8436
3/30/2021,Tuesday,89,8,March,Spring,Wind,7,3050
6/2/2020,Tuesday,154,17,June,Summer,Solar,16,3347
11/18/2021,Thursday,322,10,November,Fall,Wind,9,2527
6/13/2021,Sunday,164,4,June,Summer,Wind,3,3440
